ra;dec
168.36974628688864;19.12734152998641
175.5485732333575;-63.97267528500831
71.18236769535066;-8.083164885719057
340.8145074768198;-25.547425773333117
193.90811357405937;-26.637344113201962
23.606034858890787;-2.6897696353588145
344.7733106497932;-80.22188135741992
328.64230710840286;-74.54861783958393
294.5312726245011;8.339985266424222
289.2211523247319;-18.28085223174574
209.80554551133184;-81.9709478920692
265.7246752933634;-66.93523001041565
313.1530662261751;-8.240374774309245
173.11974177610827;-83.4107728135111
124.30886708806605;-35.91070721663867
80.85800001723923;3.4366468405425223
345.7266705525452;-86.32717807376184
234.1998789620915;0.9803296301652438
132.64854034355645;-58.54215310826524
280.22564587719114;-66.92055746193147
29.853527232429524;-45.43266448595066
35.035150279407304;-67.46010843645769
39.39301862106133;-75.1213481891607
165.08793996911749;-47.11839821890518
156.00811226733012;10.609291933839714
276.28319616920163;10.330437654410375
320.94760147791044;-56.5501779894315
115.5840379650104;-50.09290042612803
215.2033416055434;-82.32681718902722
110.90844626600068;12.396850077291603
174.64418990334423;-14.040533804458306
312.3729516097633;-59.07499789794377
200.26195089896066;-61.19086273867009
161.44418485671966;-24.18342727447508
263.8387407859478;11.981433953479652
272.0991049094596;-52.47623086750554
210.5256696534527;5.255249740961133
260.7809670702841;-19.97096906306392
103.92532101952118;-1.196042601741425
71.96035113794277;-49.05125581954216
357.7540066600884;-86.30231813912907
79.09200657876801;13.709763874410342
243.88452935004136;-24.761326272468636
336.6023645660802;-17.55907560948181
210.70423477392333;12.36719421154082
165.64971922198484;3.0643944248249113
124.43297493015956;-85.15023966031019
86.1771122941284;-81.56431065908146
302.11165160215324;-31.4164298974814
192.29081817302063;-48.84165476748824
73.99338425454832;-53.62203360106812
246.03810215515432;-18.25320912299931
100.66745613002652;-84.35168896902867
156.63881249774428;-25.80130596871416
271.24939510458967;-1.1597566089358082
290.53022852707346;-49.683849721390835
272.9493592599357;-25.463019204912868
78.03015696991955;-20.361662862096836
237.97795476939646;-3.0043473574974655
137.10386899656933;-75.40985765272944
141.32747944680997;-40.49330587658142
91.39454609760664;16.487121818849573
243.3826312596202;-67.46870340811199
291.06821091430373;-40.39796842527806
11.003210583890386;-84.51119362854081
152.1434934672931;-65.726934602987
194.96718660447723;15.750400705179544
7.426961722504042;-24.07900510285417
239.10324080578738;-75.98223091201135
299.06602029070564;-30.469761695213315
274.20098533633444;-10.35696325683952
334.9581641412444;9.073691209463874
333.239626699283;-81.90722696424493
233.43126423102106;-35.84287899105681
40.2389144821085;-67.1716560759557
296.33783868476826;12.088266807484288
86.28114358898875;-60.718799011900764
100.98343864101555;-57.273480471666765
337.50358454108505;-18.120342330098183
6.254413389235007;-72.02033346902371
269.2508931414552;-65.26861106433147
301.4382496248652;-60.26513473247065
209.85389458865401;-47.39751245729586
271.5849171615895;3.4849680434049333
163.69583770205006;16.950526380929077
265.110686659043;-66.34464486282296
143.66118148110849;-76.8501415261417
132.9806568745702;-4.715792832800858
178.23528820517734;-15.158668731611598
241.8999365767908;14.68035126413129
347.44141662052454;-38.819464952923944
241.65493358934012;-70.3280976154546
195.23244745136435;-56.35747152601424
180.15481565125322;-6.294999933456694
238.08338311865342;-49.83074010490811
146.1059836930789;-59.322519588529076
208.71150558588675;-62.98198473799721
297.24990279215507;-77.01542107915478
334.19042344300533;-27.157143505958707
7.773286655904537;3.8047272619340475
214.45623556062324;-77.6247914479052
243.556251105101;11.63565520693055
37.690229447069854;-78.33989859300894
207.31147837032486;-42.78414077409425
204.83318865370822;-0.21016959899149867
150.92014222985722;3.4583096695341737
338.05272415480863;-7.119245263274422
144.7247591515528;-84.84501287743367
276.1761861779062;-33.848612734471196
338.6379193105062;-88.1807897581342
228.92029667166298;0.5042769746997209
290.4025344035991;-73.9060373274957
78.19809317626125;18.6736549984831
159.7812982966326;12.589026435474437
136.55374735299563;11.489124678544414
48.39201204646163;-15.147183469803323
277.3972959667873;-67.48204711445757
252.22547919355893;-0.225586227916466
131.78340389383789;2.345813135842846
160.01538056189685;8.63350049478241
262.62109234910577;-40.10860722462458
197.4710186867485;-0.9171278477613072
251.36189068059983;-2.5573233788233978
4.090203484620369;-8.196434307591858
211.41173552725073;-50.0483210956297
257.5716184338966;-72.6001261443652
38.95330263571504;-11.793299054268644
86.38667127821448;-82.63741483406908
310.7781013330119;14.195181963034145
1.4073274542755998;-83.11276463184396
334.361399840657;18.09632457750827
152.00879469415312;4.600401303647985
